Name,Symptoms
Measles|Campak,"['a runny or blocked nose|hidung meler atau tersumbat', 'sneezing|bersin', 'watery eyes|mata berair', 'swollen eyelids|kelopak mata bengkak', 'sore, red eyes that may be sensitive to light|sakit, mata merah yang mungkin sensitif terhadap cahaya', 'small greyish-white spots in the mouth|bintik putih keabu-abuan kecil di mulut', 'aches and pains|sakit dan nyeri']"
Meningitis|Meningitis,"['Sudden high fever|Demam tinggi mendadak', 'Stiff neck|Leher kaku', 'Severe headache that seems different than normal|Sakit kepala parah yang tampaknya berbeda dari biasanya', 'Headache with nausea or vomiting|Sakit kepala disertai mual atau muntah', 'Confusion or difficulty concentrating|Kebingungan atau kesulitan berkonsentrasi', 'Seizures|Kejang', 'Sleepiness or difficulty waking|Kantuk atau sulit bangun', 'Sensitivity to light|Sensitivitas terhadap cahaya']"
Menopause|Menopause,"['Irregular periods|Menstruasi tidak teratur', 'Vaginal dryness|Kekeringan vagina', 'Hot flashes|Hot flashes', 'Chills|Panas dingin', 'Night sweats|Keringat malam', 'Sleep problems|Masalah tidur', 'Mood changes|Perubahan mood', 'Weight gain and slowed metabolism|Penambahan berat badan dan metabolisme yang lambat', 'insomnia|insomnia', 'vaginal dryness|kekeringan vagina', 'weight gain|penambahan berat badan', 'depression|depresi', 'anxiety|kegelisahan', 'difficulty concentrating|kesulitan berkonsentrasi', 'memory problems|masalah memori', 'reduced libido, or sex drive|penurunan libido, atau dorongan seks']"
Mesothelioma|Mesothelioma,"['coughing|batuk', 'shortness of breath|sesak napas', 'or weight loss|atau penurunan berat badan']"
Middle ear infection (otitis media)|Infeksi telinga tengah (otitis media),"['earache|sakit telinga', 'a high temperature (fever)|suhu tinggi (demam)', 'being sick|sedang sakit', 'a lack of energy|kekurangan energi']"
Migraine|Migrain,"['Pain that throbs or pulses|Nyeri yang berdenyut atau berdenyut', 'Nausea and vomiting|Mual dan muntah']"
Miscarriage|Keguguran,"['Vaginal spotting or bleeding|Bercak atau perdarahan vagina', 'Pain or cramping in your abdomen or lower back|Nyeri atau kram di perut atau punggung bawah', 'Fluid or tissue passing from your vagina|Cairan atau jaringan keluar dari vagina Anda']"
Motor neurone disease (MND)|Penyakit neuron motorik (MND),"['muscle aches, cramps, twitching|nyeri otot, kram, kedutan', 'clumsiness, stumbling|kecanggungan, tersandung', 'slurred speech, swallowing or chewing difficulty|bicara cadel, kesulitan menelan atau mengunyah', 'fatigue|kelelahan', 'muscle wasting, weight loss|pengecilan otot, penurunan berat badan']"
Mouth cancer|Kanker mulut,"[""A lip or mouth sore that doesn't heal|Sakit bibir atau mulut yang tidak kunjung sembuh"", 'Loose teeth|Gigi tanggal', 'A growth or lump inside your mouth|Pertumbuhan atau benjolan di dalam mulut Anda', 'Mouth pain|Sakit mulut', 'Ear pain|Sakit telinga', 'Difficult or painful swallowing|Sulit atau menyakitkan saat menelan']"
Mouth ulcer|Sariawan,"['swollen skin around the sores|kulit bengkak di sekitar luka', 'loss of appetite|kehilangan selera makan']"
Multiple myeloma|Mieloma multipel,"['Bone pain, especially in your spine or chest|Nyeri tulang, terutama di tulang belakang atau dada', 'Nausea|Mual', 'Constipation|Sembelit', 'Loss of appetite|Kehilangan selera makan', 'Mental fogginess or confusion|Kebingungan atau kebingungan mental', 'Fatigue|Kelelahan', 'Frequent infections|Infeksi yang sering', 'Weight loss|Penurunan berat badan']"
Multiple sclerosis (MS)|Multiple sclerosis (MS),"['Slurred speech|Ucapan cadel', 'Fatigue|Kelelahan', 'Dizziness|Pusing', 'Tingling or pain in parts of your body|Kesemutan atau nyeri di bagian tubuh Anda', 'Problems with sexual, bowel and bladder function|Masalah dengan fungsi seksual, usus dan kandung kemih']"
Mumps|Penyakit gondok,"['Pain while chewing or swallowing|Nyeri saat mengunyah atau menelan', 'Fever|Demam', 'Headache|Sakit kepala', 'Muscle aches|Nyeri otot', 'Weakness and fatigue|Kelemahan dan kelelahan', 'Loss of appetite|Kehilangan selera makan']"
Meniere's disease|Penyakit Meniere,"['Ringing in the ear (tinnitus) |Dering di telinga (tinnitus)', 'Feeling of fullness in the ear|Perasaan penuh di telinga']"
Nasal and sinus cancer|Kanker hidung dan sinus,"['Pain above or below the eyes|Nyeri di atas atau di bawah mata', 'Blockage of one side of the nose|Penyumbatan di satu sisi hidung', 'Nosebleeds|Mimisan', 'Pus draining from the nose|Nanah mengalir dari hidung', 'Decreased or loss of sense of smell|Penurunan atau hilangnya indra penciuman', 'Numbness or pain in parts of the face|Mati rasa atau nyeri di beberapa bagian wajah', 'swollen glands in the neck|kelenjar bengkak di leher', 'partial loss of vision or double vision|kehilangan sebagian penglihatan atau penglihatan ganda', 'a bulging or persistently watering eye|mata menonjol atau mata berair terus-menerus', 'pain or pressure in 1 ear|nyeri atau tekanan di 1 telinga']"
Nasopharyngeal cancer|Kanker nasofaring,"['Blood in your saliva|Darah di air liur Anda', 'Bloody discharge from your nose|Keluarnya darah dari hidung Anda', 'Nasal congestion or ringing in your ears|Hidung tersumbat atau telinga Anda berdenging', 'Hearing loss|Kehilangan pendengaran', 'Frequent ear infections|Infeksi telinga yang sering', 'Sore throat|Sakit tenggorokan', 'Headaches|Sakit kepala', 'Lump in neck (most common)|Benjolan di leher (paling umum)', 'Blurry or double vision|Penglihatan kabur atau ganda', 'Ear infections that recur|Infeksi telinga yang kambuh', 'Face pain or numbness|Wajah sakit atau mati rasa', 'Headache|Sakit kepala', 'Difficulty opening mouth|Kesulitan membuka mulut', 'Nosebleeds|Mimisan']"
Neuroblastoma|Neuroblastoma,"['Enlarged belly|Perut membesar', 'Problems breathing or swallowing|Kesulitan bernapas atau menelan', 'Weight loss|Penurunan berat badan', 'Not eating or complaining about feeling full|Tidak makan atau mengeluh merasa kenyang', 'Problems with bowel movements or urinating|Masalah dengan buang air besar atau buang air kecil', 'Pain in bones|Nyeri pada tulang']"
Neuroblastoma: Children|Neuroblastoma: Anak-anak,"['Enlarged belly|Perut membesar', 'Problems breathing or swallowing|Kesulitan bernapas atau menelan', 'Weight loss|Penurunan berat badan', 'Not eating or complaining about feeling full|Tidak makan atau mengeluh merasa kenyang', 'Problems with bowel movements or urinating|Masalah dengan buang air besar atau buang air kecil', 'Pain in bones|Nyeri pada tulang']"
Neuroendocrine tumours|Tumor neuroendokrin,"['Hyperglycemia (too much sugar in the blood)|Hiperglikemia (terlalu banyak gula dalam darah)', 'Hypoglycemia (too little sugar in the blood)|Hipoglikemia (terlalu sedikit gula dalam darah)', 'Diarrhea|Diare', 'Persistent pain in a specific area|Nyeri yang terus-menerus di area tertentu', 'Loss of appetite/weight loss|Kehilangan nafsu makan / penurunan berat badan', 'Persistent cough or hoarseness|Batuk terus menerus atau suara serak', 'Thickening or lump in any part of the body|Penebalan atau benjolan di bagian tubuh manapun', 'Changes in bowel or bladder habits|Perubahan kebiasaan buang air besar atau kandung kemih']"
Non-Hodgkin lymphoma|Limfoma non-Hodgkin,"['Abdominal pain or swelling|Sakit perut atau bengkak', 'Chest pain, coughing or trouble breathing|Nyeri dada, batuk atau kesulitan bernapas', 'Persistent fatigue|Kelelahan terus-menerus', 'Fever|Demam', 'Night sweats|Keringat malam', 'Unexplained weight loss|Penurunan berat badan yang tidak bisa dijelaskan']"
Non-Hodgkin lymphoma: Children|Limfoma non-Hodgkin: Anak-anak,"['Swollen abdomen (belly)|Perut bengkak (perut)', 'Feeling full after only a small amount of food|Merasa kenyang setelah hanya makan sedikit', 'Shortness of breath or cough|Sesak napas atau batuk', 'Fever|Demam', 'Weight loss|Penurunan berat badan', 'Night sweats|Keringat malam', 'Fatigue (feeling very tired)|Kelelahan (merasa sangat lelah)']"
Norovirus|Norovirus,"['Nausea|Mual', 'Vomiting|Muntah', 'Stomach pain or cramps|Sakit perut atau kram', 'Watery or loose diarrhea|Diare encer atau longgar', 'Feeling ill|Merasa sakit', 'Low-grade fever|Demam ringan', 'Muscle pain|Nyeri otot', 'Low-grade fever|Demam ringan', 'Chills|Panas dingin', 'Headache|Sakit kepala', 'Muscle aches|Nyeri otot', 'Fatigue|Kelelahan']"
Nosebleed|Mimisan,"['bleeding from either or both nostrils|pendarahan dari salah satu atau kedua lubang hidung', 'the urge to swallow frequently|keinginan untuk sering menelan']"
Obesity|Kegemukan,"['breathlessness|sesak napas', 'increased sweating|peningkatan keringat', 'snoring|keruh', 'inability to cope with sudden physical activity|ketidakmampuan untuk mengatasi aktivitas fisik yang tiba-tiba', 'feeling very tired every day|merasa sangat lelah setiap hari', 'back and joint pains|nyeri punggung dan sendi', 'low confidence and self esteem|kepercayaan diri dan harga diri rendah', 'feeling isolated|merasa terisolasi']"
Obsessive compulsive disorder (OCD)|Gangguan obsesif kompulsif (OCD),['Excessive focus on religious or moral ideas|Fokus berlebihan pada ide-ide agama atau moral']
Obstructive sleep apnoea|Apnea tidur obstruktif,"['Excessive daytime sleepiness|Mengantuk secara berlebihanan di siang hari', 'Loud snoring|Mendengkur keras', 'Awakening with a dry mouth or sore throat|Bangun dengan mulut kering atau sakit tenggorokan', 'Morning headache|Sakit kepala pagi', 'Difficulty concentrating during the day|Kesulitan berkonsentrasi pada siang hari']"
Oesophageal cancer|Kanker esofagus,"['persistent indigestion or heartburn|gangguan pencernaan atau mulas yang terus-menerus', 'bringing up food soon after eating|membesarkan makanan segera setelah makan', 'loss of appetite and weight loss|kehilangan nafsu makan dan penurunan berat badan', 'persistent vomiting|muntah terus menerus', 'a persistent cough|batuk terus-menerus', 'hoarseness|suara serak', 'tiredness, shortness of breath and pale skin|kelelahan, sesak napas dan kulit pucat']"
Oral thrush in adults|Sariawan oral pada orang dewasa,"['loss of taste or an unpleasant taste in the mouth|kehilangan rasa atau rasa tidak enak di mulut', 'redness inside the mouth and throat|kemerahan di dalam mulut dan tenggorokan', 'cracks at the corners of the mouth|retakan di sudut mulut', 'a painful, burning sensation in the mouth|sensasi terbakar yang menyakitkan di mulut']"
Osteoarthritis|Osteoartritis,"['Tenderness |Kelembutan', 'Loss of flexibility |Kehilangan fleksibilitas', 'Grating sensation |Sensasi kisi', 'Bone spurs |Bone spurs', 'Swelling|Pembengkakan']"
Osteoporosis|Osteoporosis,"['Loss of height over time|Kehilangan tinggi seiring waktu', 'A stooped posture|Postur membungkuk', 'A bone that breaks much more easily than expected|Tulang yang patah jauh lebih mudah dari yang diperkirakan']"
Osteosarcoma|Osteosarcoma,"['Bone pain or tenderness|Nyeri atau nyeri tulang', 'A mass (tumor) that can be felt through the skin|Massa (tumor) yang bisa dirasakan melalui kulit', 'Swelling and redness at the site of the tumor|Pembengkakan dan kemerahan di lokasi tumor', 'Limping (if it affects a leg)|Pincang (jika mempengaruhi kaki)', 'Limited movement (if it affects a joint)|Gerakan terbatas (jika mempengaruhi sendi)', 'A bump, depending on where the tumor is located|Benjolan, tergantung di mana tumor itu berada', 'Redness and warmth at the site of the tumor|Kemerahan dan kehangatan di lokasi tumor', 'Anemia|Anemia', 'Fever|Demam', 'Exhaustion|Kelelahan', 'Unexplained weight loss|Penurunan berat badan yang tidak bisa dijelaskan']"
Otitis externa|Otitis externa,['ear pain|sakit telinga']
Ovarian cancer|Kanker ovarium,"['Abdominal bloating or swelling|Perut kembung atau bengkak', 'Quickly feeling full when eating|Cepat merasa kenyang saat makan', 'Weight loss|Penurunan berat badan', 'Discomfort in the pelvis area|Ketidaknyamanan di daerah panggul', 'Changes in bowel habits, such as constipation|Perubahan kebiasaan buang air besar, seperti sembelit', 'A frequent need to urinate|Sering ingin buang air kecil', 'Pelvic pain|Nyeri panggul', 'Nausea or vomiting|Mual atau muntah', 'Pressure, swelling or pain in the abdomen|Tekanan, bengkak atau nyeri di perut', 'A dull ache in the lower back and thighs|Sakit di punggung bawah dan paha', 'Difficulty emptying your bladder|Kesulitan mengosongkan kandung kemih Anda', 'Pain during sex|Sakit saat berhubungan seks', 'Abnormal bleeding|Pendarahan tidak normal']"
Ovarian cancer: Teenagers and young adults|Kanker ovarium: Remaja dan dewasa muda,"['A firm, painless swelling in the lower abdomen|Pembengkakan yang keras dan tidak nyeri di perut bagian bawah', 'Frequent urination or retention of urine|Sering buang air kecil atau retensi urine', 'Persistent abdominal pain|Sakit perut yang terus-menerus', 'Nausea|Mual', 'Vomiting|Muntah']"
Ovarian cyst|Kista ovarium,"['Pelvic pain|Nyeri panggul', 'Dull ache in the lower back and thighs|Nyeri tumpul di punggung bawah dan paha', 'Problems emptying the bladder or bowel completely|Masalah mengosongkan kandung kemih atau usus sepenuhnya', 'Pain during sex|Sakit saat berhubungan seks', 'Unexplained weight gain|Pertambahan berat badan yang tidak bisa dijelaskan', 'Pain during your period|Nyeri selama menstruasi', 'Unusual (not normal) vaginal bleeding|Perdarahan vagina yang tidak biasa (tidak normal)', 'Breast tenderness|Nyeri payudara']"
Overactive thyroid|Tiroid yang terlalu aktif,"['nervousness, anxiety and irritability|gugup, cemas dan mudah tersinggung', 'mood swings|perubahan suasana hati', 'difficulty sleeping|kesulitan tidur', 'persistent tiredness and weakness|kelelahan dan kelemahan yang terus-menerus', 'sensitivity to heat|kepekaan terhadap panas', 'twitching or trembling|berkedut atau gemetar', 'Irregular heartbeat (arrhythmia)|Detak jantung tidak teratur (aritmia)', 'Pounding of your heart (palpitations)|Berdebar-debar jantung Anda (palpitasi)', 'Increased appetite|Nafsu makan meningkat', 'Nervousness, anxiety and irritability|Gugup, cemas dan mudah tersinggung']"
Paget's disease of the nipple|Penyakit Paget pada puting,"['Flaky or scaly skin on your nipple|Kulit bersisik atau bersisik pada puting Anda', 'Itching|Gatal', 'Redness|Kemerahan', 'A tingling or burning sensation|Sensasi kesemutan atau terbakar', 'Straw-colored or bloody nipple discharge|Keluarnya cairan dari puting berwarna jerami atau berdarah', 'A flattened or turned-in (inverted) nipple|Puting pipih atau terbalik (terbalik)']"
Pancreatic cancer|Kanker pankreas,"['Weight loss and poor appetite |Penurunan berat badan dan nafsu makan yang buruk', 'Nausea and vomiting |Mual dan muntah', 'Gallbladder or liver enlargement |Pembesaran kantung empedu atau hati', 'Blood clots |Gumpalan darah', 'Diabetes|Diabetes']"
Panic disorder|Gangguan panik,"['Sense of impending doom or danger|Rasa malapetaka atau bahaya yang akan datang', 'Fear of loss of control or death|Takut kehilangan kendali atau kematian', 'Rapid, pounding heart rate|Detak jantung yang cepat dan berdebar kencang', 'Sweating|Berkeringat', 'Trembling or shaking|Gemetar atau gemetar', 'Shortness of breath or tightness in your throat|Sesak napas atau sesak di tenggorokan Anda', 'Chills|Panas dingin', 'Hot flashes|Hot flashes', 'Sweating|Berkeringat', 'Trembling or shaking|Gemetar atau gemetar', 'Sensations of shortness of breath or smothering|Sensasi sesak napas atau tercekik', 'Feelings of choking|Perasaan tercekik', 'Chest pain or discomfort|Nyeri dada atau ketidaknyamanan', 'Nausea or abdominal distress|Mual atau gangguan perut', 'Feeling dizzy, unsteady, light-headed, or faint|Merasa pusing, goyah, pusing, atau pingsan']"
Parkinson's disease|penyakit Parkinson,"['Slowed movement (bradykinesia) |Gerakan melambat (bradykinesia)', 'Rigid muscles |Otot kaku', 'Impaired posture and balance |Postur dan keseimbangan terganggu', 'Loss of automatic movements |Hilangnya gerakan otomatis', 'Speech changes |Perubahan ucapan', 'Writing changes|Menulis perubahan']"
Penile cancer|Kanker penis,"['An area of skin becoming thicker|Area kulit menjadi lebih tebal', 'Changes in the skin color|Perubahan warna kulit', 'A lump|Benjolan', 'An ulcer (sore) that might bleed|Maag (sakit) yang mungkin berdarah', 'A reddish, velvety rash under the foreskin|Ruam kemerahan seperti beludru di bawah kulup', 'Small, crusty bumps|Benjolan kecil dan keras', 'Flat, bluish-brown growths|Pertumbuhan datar, coklat kebiruan']"
Peripheral neuropathy|Neuropati perifer,"['Sharp, jabbing, throbbing or burning pain|Nyeri tajam, menusuk, berdenyut, atau terbakar', 'Extreme sensitivity to touch|Sensitivitas ekstrim untuk disentuh']"
Personality disorder|Gangguan kepribadian,"['Unstable relationships |Hubungan yang tidak stabil', 'Unclear or shifting self-image |Citra diri tidak jelas atau bergeser', 'Impulsive, self-destructive behaviors |Perilaku impulsif dan merusak diri sendiri', 'Self-harm |Merugikan diri', 'Extreme emotional swings |Perubahan emosional yang ekstrim', 'Chronic feelings of emptiness |Perasaan kosong yang kronis', 'Explosive anger|Kemarahan yang meledak-ledak']"
Pleurisy|Pleurisi,['dry cough or fever|batuk kering atau demam']
Pneumonia|Pneumonia,"['Chest pain when you breathe or cough|Nyeri dada saat bernapas atau batuk', 'Cough, which may produce phlegm|Batuk, yang bisa mengeluarkan dahak', 'Fatigue|Kelelahan', 'Fever, sweating and shaking chills|Demam, berkeringat dan menggigil']"
Polymyalgia rheumatica|Polymyalgia rheumatica,"['Aches or pain in your shoulders|Sakit atau nyeri di bahu Anda', 'fatigue|kelelahan', 'malaise|tidak nyaman', 'a loss of appetite|kehilangan nafsu makan', 'sudden, unintentional weight loss|penurunan berat badan yang tiba-tiba dan tidak disengaja', 'anemia, or low red blood cell count|anemia, atau jumlah sel darah merah yang rendah', 'depression|depresi', 'a low-grade fever|demam ringan', 'a limited range of motion|rentang gerak terbatas']"
Post-traumatic stress disorder (PTSD)|Gangguan stres pascatrauma (PTSD),['emotional detachment or unwanted thoughts|detasemen emosional atau pikiran yang tidak diinginkan']
Postnatal depression|Depresi pascakelahiran,['insomnia or repeatedly going over thoughts|insomnia atau berulang kali memikirkan']
Pregnancy and baby|Kehamilan dan bayi,"['Mood swings |Perubahan suasana hati', 'Headaches and back pain |Sakit kepala dan sakit punggung', 'Dizziness and fainting|Pusing dan pingsan', 'Feeling sick and vomiting |Merasa mual dan muntah', 'Feeling very tired |Merasa sangat lelah', 'Changes in your breasts |Perubahan pada payudara Anda', 'Bladder changes |Perubahan kandung kemih', 'constipation |sembelit', 'Am I pregnant? |Apakah saya hamil', 'Baby due date|Tanggal lahir bayi']"
Pressure ulcers|Ulkus tekanan,"['a patch of skin that feels warm, spongy or hard|sepetak kulit yang terasa hangat, kenyal atau keras', 'pain or itchiness in the affected area|nyeri atau gatal di daerah yang terkena', 'Pus draining from the sore|Nanah mengalir dari luka', 'A foul smelling odor|Bau yang tidak sedap', 'Fever|Demam']"
Prostate cancer|Kanker prostat,"['Frequent urination|Sering buang air kecil', 'The urge to urinate frequently at night|Sering buang air kecil di malam hari', 'Blood in the urine|Darah dalam urin', 'Blood in the seminal fluid|Darah di cairan mani', 'New onset of erectile dysfunction|Onset baru disfungsi ereksi']"
Psoriasis|Psoriasis,"['Small scaling spots (commonly seen in children)|Bintik bersisik kecil (biasa terlihat pada anak-anak)', 'Dry, cracked skin that may bleed or itch|Kulit kering dan pecah-pecah yang mungkin berdarah atau gatal', 'Itching, burning or soreness|Gatal, terbakar atau nyeri', 'Thickened, pitted or ridged nails|Kuku yang menebal, berlubang atau bergerigi', 'Swollen and stiff joints|Sendi bengkak dan kaku']"
Psoriatic arthritis|Artritis psoriatis,"['skin rash|ruam kulit', 'fatigue|kelelahan', 'inflamed fingers or toes|jari tangan atau kaki yang meradang', 'itching|gatal', 'physical deformity|deformitas fisik', 'small dents in nails|penyok kecil pada kuku', 'or tendinitis|atau tendinitis']"
Psychosis|Psikosis,"['memory loss|Hilang ingatan', 'nightmares|mimpi buruk', 'or tactile hallucination|atau halusinasi sentuhan']"
Raynaud's phenomenon|Fenomena Raynaud,['Cold fingers or toes|Jari tangan atau kaki dingin']
Reactive arthritis|Artritis reaktif,"['Eye inflammation |Peradangan mata', 'Urinary problems |Masalah kencing', 'Swollen toes or fingers |Jari kaki atau jari tangan bengkak', 'Skin problems |Masalah kulit', 'Low back pain|Nyeri punggung bawah']"
Restless legs syndrome|Sindrom kaki gelisah,"['Crawling|Merangkak', 'Creeping|Merayap', 'Pulling|Menarik', 'Throbbing|Denyutan', 'Aching|Sakit', 'Itching|Gatal', 'Electric|Listrik']"
Retinoblastoma|Retinoblastoma,"['Vision problems|Masalah penglihatan', 'Eye pain|Sakit mata', 'Redness of the white part of the eye|Kemerahan pada bagian putih mata', 'Bleeding in the front part of the eye|Pendarahan di bagian depan mata', 'Bulging of the eye|Mata melotot']"
Retinoblastoma: Children|Retinoblastoma: Anak-anak,"['Reddened, painful eye|Mata memerah dan nyeri', 'Enlarged pupil|Murid membesar', 'Different-colored irises|Iris berwarna berbeda', 'Poor vision|Penglihatan yang buruk', 'Other possible signs and symptoms|Tanda dan gejala lain yang mungkin terjadi']"
Rheumatoid arthritis|Artritis reumatoid,"['Pain or aching in more than one joint|Nyeri atau pegal di lebih dari satu sendi', 'Stiffness in more than one joint|Kekakuan di lebih dari satu sendi', 'Tenderness and swelling in more than one joint|Nyeri dan bengkak di lebih dari satu sendi', 'Weight loss|Penurunan berat badan', 'Fever|Demam', 'Fatigue or tiredness|Kelelahan atau kelelahan', 'Weakness|Kelemahan']"
Ringworm and other fungal infections|Kurap dan infeksi jamur lainnya,"['May itch|Mungkin gatal', 'Slightly raised, expanding rings|Cincin yang sedikit terangkat dan melebar', 'A round, flat patch of itchy skin|Kulit gatal yang bulat dan rata', 'Overlapping rings|Cincin yang tumpang tindih']"
Rosacea|Rosacea,"['Eye problems |Masalah mata', 'Enlarged nose|Hidung membesar']"
Scabies|Scabies,"['Rash: Many people get the scabies rash |Ruam: Banyak orang mengalami ruam kudis', 'Sores: Scratching the itchy rash can cause sores |Luka: Menggaruk ruam yang gatal bisa menyebabkan luka']"
Scarlet fever|Demam berdarah,"['Difficulty swallowing|Kesulitan menelan', 'Nausea or vomiting|Mual atau muntah', 'Headache|Sakit kepala']"
Schizophrenia|Skizofrenia,"['Disorganized thinking (speech) |Pemikiran tidak teratur (ucapan)', 'Negative symptoms|Gejala negatif']"
Scoliosis|Skoliosis,"['Uneven shoulders and/or hips|Bahu dan / atau pinggul tidak rata', 'Bump in the lower back|Benjolan di punggung bawah', 'Numbness, weakness, or pain in the legs|Mati rasa, lemas, atau nyeri di kaki', 'Trouble walking|Kesulitan berjalan', 'Trouble standing up straight|Kesulitan berdiri tegak', 'Tired feeling|Perasaan lelah', 'Shortness of breath|Sesak napas', 'Loss of height|Kehilangan tinggi', ""one shoulder blade that's higher than the other|satu tulang belikat yang lebih tinggi dari yang lain"", 'uneven hips|pinggul tidak rata', 'a rotating spine|tulang belakang yang berputar', 'back pain|sakit punggung']"
Septic shock|Syok septik,"['Cool, pale arms and legs|Dingin, lengan dan kaki pucat', 'High or very low temperature, chills|Suhu tinggi atau sangat rendah, dinginkan', 'Lightheadedness|Sakit kepala ringan', 'Little or no urine|Sedikit atau tidak ada urine', 'Low blood pressure, especially when standing|Tekanan darah rendah, terutama saat berdiri', 'Palpitations|Palpitasi', 'Rapid heart rate|Denyut jantung cepat', 'Restlessness, agitation, lethargy, or confusion|Gelisah, gelisah, lesu, atau kebingungan', 'patches of discolored skin|bercak kulit yang berubah warna', 'decreased urination|penurunan buang air kecil', 'changes in mental ability|perubahan kemampuan mental', 'low platelet (blood clotting cells) count|jumlah trombosit rendah (sel pembekuan darah)', 'problems breathing|masalah pernapasan', 'abnormal heart functions|fungsi jantung abnormal', 'chills due to fall in body temperature|menggigil karena penurunan suhu tubuh', 'unconsciousness|ketidaksadaran']"
Sexually transmitted infections (STIs)|Infeksi Menular Seksual (IMS),"['Painful or burning urination|Buang air kecil yang menyakitkan atau panas', 'Discharge from the penis|Keluarnya cairan dari penis', 'Unusual or odd-smelling vaginal discharge|Keputihan yang tidak biasa atau berbau aneh', 'Unusual vaginal bleeding|Pendarahan vagina yang tidak biasa', 'Pain during sex|Sakit saat berhubungan seks']"
Shingles|Herpes zoster,"['Pain, burning, numbness or tingling|Nyeri, terbakar, mati rasa atau kesemutan', 'Sensitivity to touch|Sensitivitas untuk disentuh', 'A red rash that begins a few days after the pain|Ruam merah yang dimulai beberapa hari setelah nyeri', 'Itching|Gatal']"
Shortness of breath|Sesak napas,"['swollen ankles and feet|pergelangan kaki dan kaki bengkak', 'coughing, chills, and elevated body temperature|batuk, menggigil, dan suhu tubuh meningkat', 'blue fingertips or lips|ujung jari atau bibir biru']"
Sickle cell disease|Penyakit sel sabit,"['abnormal breakdown of red blood cells|kerusakan abnormal sel darah merah', 'delayed development|pembangunan tertunda', 'inflamed fingers or toes|jari tangan atau kaki yang meradang', 'pallor|muka pucat', 'shortness of breath|sesak napas', 'or yellow skin and eyes|atau kulit dan mata kuning']"
Sinusitis|Sinusitis,"['Postnasal drip|Tetesan postnasal', 'Discolored nasal discharge (greenish in color)|Kotoran hidung berubah warna (berwarna kehijauan)', 'Nasal stuffiness or congestion|Hidung tersumbat atau tersumbat', 'Frontal headaches|Sakit kepala frontal', 'Pain in the teeth|Sakit di gigi', 'Coughing|Batuk', 'Fever|Demam']"
Sjogren's syndrome|sindrom Sjogren,"['Joint pain, swelling and stiffness|Nyeri sendi, bengkak dan kaku', 'Skin rashes or dry skin|Ruam kulit atau kulit kering', 'Vaginal dryness|Kekeringan vagina', 'Persistent dry cough|Batuk kering yang terus-menerus', 'Prolonged fatigue|Kelelahan berkepanjangan']"
Slapped cheek syndrome|Sindrom pipi yang ditampar,"['a runny nose|pilek', 'a sore throat|sakit tenggorokan', 'a headache|sakit kepala', 'an upset stomach|sakit perut', 'feeling generally unwell|merasa tidak sehat secara umum']"
Spleen problems and spleen removal|Masalah limpa dan pengangkatan limpa,"['No symptoms in some cases|Tidak ada gejala dalam beberapa kasus', 'Anemia|Anemia', 'Fatigue|Kelelahan', 'Frequent infections|Infeksi yang sering', 'Easy bleeding|Mudah berdarah']"
Stomach ache and abdominal pain|Sakit perut dan sakit perut,"['constipation|sembelit', 'diarrhea|diare', 'gastroenteritis (stomach flu)|gastroenteritis (stomach flu)', 'vomiting|muntah', 'stress|menekankan']"
Stomach cancer|Kanker perut,"['Poor appetite|Nafsu makan buruk', 'Weight loss (without trying)|Penurunan berat badan (tanpa mencoba)', 'Abdominal (belly) pain|Nyeri perut (perut)', 'Heartburn or indigestion|Mulas atau gangguan pencernaan', 'Nausea|Mual', 'Vomiting, with or without blood|Muntah, dengan atau tanpa darah']"
Stomach ulcer|Sakit maag,"['dull pain in the stomach|nyeri tumpul di perut', 'weight loss|penurunan berat badan', 'not wanting to eat because of pain|tidak mau makan karena kesakitan', 'nausea or vomiting|mual atau muntah', 'bloating|kembung', 'feeling easily full|merasa mudah kenyang', 'burping or acid reflux|bersendawa atau refluks asam']"
Stroke|Stroke,['Sudden trouble seeing in one or both eyes|Kesulitan melihat secara tiba-tiba di salah satu atau kedua mata']
Sunburn|Terbakar sinar matahari,"['Changes in skin tone, such as pinkness or redness|Perubahan warna kulit, seperti kemerahan atau kemerahan', 'Skin that feels warm or hot to the touch|Kulit yang terasa hangat atau panas saat disentuh', 'Pain and tenderness|Nyeri dan nyeri tekan', 'Swelling|Pembengkakan', 'Small fluid-filled blisters, which may break|Lepuh kecil berisi cairan, yang bisa pecah', 'Eyes that feel painful or gritty|Mata yang terasa nyeri atau berpasir']"
Testicular cancer|Kanker testis,"['A painless lump or swelling on either testicle |Benjolan atau pembengkakan yang tidak menimbulkan rasa sakit di salah satu testis', 'Dull ache in the lower abdomen or groin|Nyeri tumpul di perut bagian bawah atau selangkangan']"
Testicular cancer: Teenagers and young adults|Kanker testis: Remaja dan dewasa muda,"['A lump or enlargement in either testicle|Benjolan atau pembesaran di salah satu testis', 'A feeling of heaviness in the scrotum|Perasaan berat di skrotum', 'A dull ache in the abdomen or groin|Sakit di perut atau selangkangan', 'A sudden collection of fluid in the scrotum|Pengumpulan cairan secara tiba-tiba di skrotum', 'Pain or discomfort in a testicle or the scrotum|Nyeri atau ketidaknyamanan pada testis atau skrotum', 'Enlargement or tenderness of the breasts|Pembesaran atau nyeri pada payudara', 'Back pain|Sakit punggung']"
